content,rating
航班取消 非常不愉快的一次旅程,差评
行程**到了极点，除了酒店,差评
很标准，方方面面都差！！,差评
很**很恶心的一次旅行,差评
同程客服服务差之极点,差评
太坑了，首先天气好没有任何原因就晚点飞机！到了厦门所谓的五星酒店破不堪言！房间小，最人性的床头插座都没有！浴巾还破的！房间沐浴露洗发水都没有,差评
27日晚上的航班，还是想吃完年饭出发，前两天住的泛太平洋大酒店，服务很好，还有意外惊喜，红包（巧克力）+桔子，寓意大吉大利。早餐饭菜也很丰盛。因为是带孩子出行，再看的时候重点是住宿和交通。第三晚，住在鼓浪屿，澜庭雅墅，别看名字，因为还有一个名字感觉刚刚易手过，位置很不好找，根本也不什么星级，酒店枕头发霉了，房间没有一次性拖鞋，水温只有30度，孩子就没法洗，怕感冒了，我给同程客服打电话，她说让给换，一楼更潮湿，而且房间还小，整个酒店档次放着的，他能换成什么样。楼梯和房间卫生也很差劲，一晚上都凑着这没敢脱衣服。早餐说的是八点到九点，不到九点下去，已经没有了。我们拿着行李带着孩子就走了，走到二楼看到有男的在打扫卫生，很业余。简直就是逃离，差劲儿的很。不知道你们是怎么踩的路线。,差评
本次旅游最值得肯定的是飞机都非常准时，而且都是提前到达，很不错。但也有很多糟心的地方，首先，厦航儿童不能手机选座，所以不得不到机场排队选座值机，只能是后排了，其次，到了厦门酒店后说没房，说她们实行24小时退房，开什么玩笑，入住之后酒店介绍里都写着12:00之前退房，又联系了同程客服，等了将近一个小时才办完入住，入住之后才发现所谓湾景房根本连点水都没有，拉开窗帘满眼的建筑物，而我们对面房间才是真正能看到水的房子，满满的被坑的感觉，打电话给同程客服说她们也没有办法，旅游的好心情瞬间降到冰点，还好早上的自助餐种类比较多，第三，入住酒店的第一天晚上起来去洗手间发现门厅一只大虫子在爬，叫了老公给弄了出去，吓的我一晚上没睡着，第二天早上问酒店的人员才知道是厦门特有的大蟑螂，说你们外地人没见过，不要害怕，第四，最后一天11:30的飞机，**打电话非要9:00离开酒店，酒店离机场不到10分钟的路，后来在我的坚持下改到9:30，结果给找了个脏脏的面包车载的我们，跟去厦门下飞机后安排的商务车天壤之别，这是有意报复吗？我们值机结束才10:00左右，白白在机场等了1个半小时，真是无语。希望同程平台能提前做好工作，不要遇到问题都两手一摊说你们没有办法，我们的机票和住宿都找你们订的，不能你们订上了什么问题都不管了，你们客服说只要您开心就好，我遇到这么多问题，你们都说没有办法解决，我有什么好开心的？,差评
这可能是我旅游最差的一次体验了，这个行程安排得太不合理，说说泛太平洋酒店，这是我住过最**的5星酒店。从环境到服务都是最差没有之一，早餐我们去的晚了一点，你看客人来了，你可以问下再收，他们连问都不问，直接收走。请问我不给吃还收毛早餐费。<br>      别被图片骗了。**酒店中的战斗机。正好赶上厦门修地铁，这个酒店交通不便利，吃的更是**，泳池小的跟洗澡堂没区别。酒店还叫我➕150升级商务高级套房，太坑了。谁能看到海，还靠狐狸尾巴山，结果开门我就**眼了。请问同程你们安排酒店都不考察的吗？<br>      本来就是4天行程，2天住在这酒店里，厦门市区有毛玩的，主要还是去鼓浪屿吧。好吧。在鼓浪屿住一晚。这行程也太赶了吧。不知是谁设计的行程。我在同程花了8700定这破行程，全当教训了，鼓浪屿的磐诺假日酒店谁去谁后悔，早餐小孩38元只有粥面包片什么的。还有这么坑的吗？总之我不会再再同程定任何产品了。坑害消费者<br>。,差评
说实话，这次比较满意的是接送机服务，真的很准时，很复杂！态度也特别好！<br>但是关于住宿和客服的处理态度很不满意，入住的第一天酒店居然有上波客人的贴身衣物掉在房间，感觉很不舒服，很不满意！照理说像泛太平洋这样的酒店不该出现这么低级的错误！第二天入住的鼓浪屿酒店更别提了，办理入住时没有告知第二天早上6点停电，到晚上9点玩完回到酒店居然发现一张停电通知放在地上，我的天，那么热的天，早上没法空调没法热水，真的很不舒服，关键他们没有提前告知，不然我们可以选择调换酒店，回市里。这么炎热的天气再没有空调，真的很不满意！<br>最最无语的是我们同程的客服！我从回到9点就给客服电话说帮忙协调下，换到有店的酒店，客服说半小时回复！可是我半小时没有接到电话，我再打电话，还是要等半小时，这样半小时后还是没消息，我继续打，最后说没有打通地导电话，没办法！我太生气了！这两个小时内我什么都没有做，就等他们解决方案！岛上也有其他有电的酒店的，我就是不清楚为什么不处理！很不喜欢这样的态度！不想解决早点说，让我们干等！！！,差评
酒店只能算三星，所谓五星酒店实在不知道怎么来的，很破很旧，客房服务员连基本的**都不拿出去的，我们都自己装袋打包好了也不拿出去。蛮好一个团，机酒，去程吉祥航空，归程春秋的，同程客服还怪我们自己没选好，妈的，谁搭配的这个鬼航班？价格又不便宜，第一次定同程的，也是最后一次。中间有一个人没去成，我们有买取消险，打电话给客服，说是要提前一天取消才可以，好说歹说才退了回去的一张机票365块钱，**啊，那我买取消险是买着看的还是玩的？还说买取消险如果不去可以退百分之四十还是六十，妈的，都是骗人的。,差评
接机服务真的需要提高，刚到厦门就留个这么不好的印象，确实很失望，飞机刚落地开机接到接机员的电话，告知从7号门出去再给他打电话，行，我从7号门出去了给他打电话，他说路上堵车让我等一会，行，我等。后面他又给我打了一个电话，没接到，我回电话过去，他直接说你不要一遍又一遍的打电话，你不知道我们这里开车打电话监控拍到要罚款吗？我解释说是你打电话过来，我才回过去的，接机员直接来句你在通话中我就挂了，你不要再一遍一遍打电话了，我当时就无语了。挂断电话后几分钟同程服务员打电话给我说另外给我安排接机员，真心的，在太阳下面等那么久真的不怎么好受，也不需要你们再安排接机人员了，我自己用手机叫个专车，人家服务态度非常好，同样的厦门人，格局。,差评
**的公司！不负责任的公司。今年六月去上海迪士尼，通过同程客服预定的上海迪士尼玩具总动员酒店，到达上海才告知没有房间，一句没房间就推卸责任。回来将此情况告知朋友，他们都说这个同程网不好，遇到这样的情况是家常便饭，他们只有这点本事。最后通过**网预订了酒店。入住也很快，很满意！因为一个朋友的缘故，今年7月29号通过同程客服预定的厦门6日自由行的订单。没想到往事不堪回首。到达酒店，酒店告知没有我的相关信息，所以不能正常入住，打客服人员电话，两个小时才入住酒店，连续四天都是相同状况，不知道如此低下的服务质量，怎么能然人信任。8月3号到机场办理登机手续时，被机场客服告知此航班取消，再此期间，我没有接到任何关于同程客服的相关航班取消信息。打客服电话居然不知道航班取消。不知道怎么工作的。从此以后再也不会选择这个同程旅游，也会告知身边的朋友不要选择这样的公司！也希望大家引以为戒。一定要考虑清楚再做决定！不负责任的公司会给你的旅行带来烦恼和困惑！如果你想快乐出游，除了同程，别的公司都会很不错！,差评
鼓浪屿我预订的是观景房2间，你们平台说没有房间了，改酒店了，到了磐诺给了说是亲子房，哈哈，其实就是个三人间，都是**！同程跟酒店都是,差评
两个人五千块，只包机票和酒店，早知道自己上网订还便宜。酒店又不靠海边。真是太坑爹了。再加上厦门真的没什么地方好玩的。都是看风景之类的，很少有大型的沙滩，沙滩上没有节目，还有没有什么好玩的机动游戏。,差评
虽然说是自由行，但是推送的时间却是无法达成的！客户怎么知道酒店到车站有多少距离，需要预留多少时间！还振振有词的说，是你自己选的车次不对，所有的系统推送，我的理解就是你们评估过可以达成的时间！投诉不解决问题，还强词夺理！,差评
交通最苦恼，来返都受气，去的时候已经选位却没安排位置。返程有意选位值机却还是不能按照位置坐。返程最难受的是去到机场压根找不到站台登机。还要换一个最小的站台。原本去厦门想跟女朋友浪漫一下，现在看来，满满都是狼狈。真恨这趟旅行,差评
还没出行玩之前就弄了一肚子的火，去程的火车票，我和孩子坐位不在一起，间隔了好几个车厢，后来退了火车票，改机票了，不说了，间隔很久了。不太满意的一次旅游！,差评
不知道是什么原因把10:50的去程航班改为13:00的航班，结果13:00的航班愣是延误到17:45才起飞，很不满意。酒店还是不错的，服务很赞。,差评
不满意,差评
不满意，回程航班延误导致我原本计划到了回程目的地后转另一目的的高铁票废了！一等座就这么废了，还差点回不了家，票全部卖完！！！不要说航,差评
延误，严重延误，后来直接取消航班，导致影响很重要的面试<br>再也不去厦门了,差评
还是自己找的酒店 太差劲了,差评
真的非常郁闷的一次旅行，由于台风的缘故，想到了种种困难，还是硬着头皮上了，同程的客服全部都要自己打电话咨询的，根本不会打电话来关心我们。因为有小孩，还加了家送机服务，真的很过分，因为航班晚点，七点半的飞机到凌晨才到厦门，司机电话从上机前就关机，我发了短信打个无数电话都打不通，联系接机的工作人员，告知叫我找司机，找不到自行打的去酒店，人生地不熟的，小孩都睡着了，叫了黄牛车去酒店，这使得我非常生气了！第二天我打电话投诉也没什么结果，说的跟同程一点关系都没有！喜来登一股发霉的味道，让人受不了，不过服务人员还是蛮亲切的…第三天是鼓浪屿上的酒店，因为鼓浪屿不开放进不去，我无奈打电话咨询，同程客服说去了解稍后回电，结果就没有音讯了，到后来我再次打电话咨询，被告知酒店帮我们还是安排在原来的酒店，但是酒店说根本没有接到**的预订，这意味着我们第三晚要睡大街了，我一直在酒店和同程之间周旋，要知道前一晚同程工作人员已经跟我说预定好了，到了酒店前台什么都没有，用了半天时间，到十一点半才给我解决好，还借口说是酒店的通讯问题，真的句句都是狡辩，没有一个电话跟我说清楚，都是我主动打客服电话的，超级郁闷！今天早上六点多的飞机，怕遇到接机一样的遭遇，打了同程电话让司机百忙之中打电话给我，结果说司机在忙，稍后会打的，之后又没有下文了…后来晚上我自己打电话给司机，跟司机说好五点出发，到了早上四点四十五，打司机电话打不通，继续打直接关机，联系好几个电话才打通，司机说忘记了…真的非常生气，接送机的遭遇还有酒店的预订让我很气愤，也没有一个同程的客服主动打电话道歉！虽然台风天种种困难我可以谅解，但是我的遭遇真的是很郁闷的了…只有在有问题的时候才能看出同程的服务，这次让我看的真真切切啊…这次遭遇对同程真的很失望！,差评
千万不要入住鼓浪屿磐若假日酒店，**要**，服务态度差的很，老板娘也是很难沟通，没有评论里说的那样……房间也小的要命，和价格不符，换房间还要再补差价，不补居然说换别的酒店好了,差评
对于这次的出行，我实在无法给好评。要不是最低一颗星，我估计我连一颗星都不愿意给。对想要在厦门享受慢节奏生活、想要深度体验的人，这种行程千万不要选。现在就说说缺点吧：1、酒店住宿太远。喜来登酒店虽然是五星级酒店，但是地理位置不佳，离中山路、厦大、鼓浪屿、五缘湾等都很远，公交要1个小时左右，的士要30多元的车程。同价位的在厦门可以住有100年历史的“鹭江饭店”2、鼓浪屿的住宿太差劲。磐诺度假酒店在鼓浪屿内厝澳码头旁，周围没有一个景点，请注意，是没有一个景点。所有的景点和吃的地方都在三丘田码头附近。因为鼓浪屿为步行岛，从酒店走去景点都要40分钟左右，而且价格不便宜，同等价位的在岛上可以住很有名的“中德记别墅酒店”了。3、在厦门，周日的晚上是很难打到车的，所以因为酒店太远，我硬生生的在路上打了一个小时的车还没有打到，最后坐了一个小时的公交，这种体验人生不想再有第二次。白花在交通上的钱就有300多块。<br>最后总结一下，除了旅行团的服务，其余的自己的出行体验还是很棒的。唯一满意的可能就是接送机司机的服务了吧。想选这个行程的一定要慎重！,差评
第一次在同程上订 简直是**到极点 长春—厦门航班晚点  没有行李托运 要自己花钱托运 来回都没有 来回托运各10kg 要280元 去鼓浪屿要提前订船票 不提前订 很有可能去不了 同程并没有人提醒要提前订 所以我的行程特别赶 鼓浪屿根本就没有游玩上 说白了就是去鼓浪屿住了一晚 给客服打电话 他们态度还特别生硬 说没有义务口头告知提前买船票 想来厦门玩 还是不要订这种 不划算的 春秋航班很 便宜 酒店自己在网上订也没有多贵 想来 自己做好提前计划 两人出行比这个都要便宜一两千快 真的是超级不建议订这个自由团 黑心卖家,差评
玩的还可以。但是因为给我的出团通知书上面酒店地址电话全错了，导致我在无车岛屿上拿着行李走了大半天。那么热的天气让我横穿一个鼓浪屿！难道你们都不核对一下么，复制黏贴也看看仔细好吧！！难得和老公有空出来玩几天。好好的一天也浪费掉了都没有玩到，全程都是在走走走。这态度以后不会再找同程出游了。之前度蜜月也是同程觉得还不错。这才第三次出行就给我造成了错误。反正这次旅行我是印象深刻毕竟我的小腿还疼着......,差评
酒店和航班问题简单叙述下，第一晚的酒店在不通知我的情况下酒店让给了别人，导致自己没有住好，最后一晚早上6点来敲门说检查房间，其实是酒店前台退错了真是很搞笑，航班延误说帮我保航后来还导致没有机位，搞了好久才上机，真的是无法形容此刻的心情，希望你们好好的，,差评
机票订票很不满意，今后不会用同程了,差评
第一次在同程订出行去厦门，也是最后一次在这里订了。接送机服务是我最满意的吧！其它都是渣渣！我们出行的几个人，属于拼团出行。鼓浪屿门票自己掏钱买的，人家3000多的团都包含门票。我就不懂我这个5980的团什么都没有。南普陀，人家包含素食自助餐，我4天3晚一顿都没有，自己花了钱买了自助餐，行程上写的都没按流程走。赠送的夜游鹭江，客服说发我短信验证码？我到了码头纠结了半天，又说短信拦截了。各种借口，最后几番周折等船了。<br>特价,差评
一言难尽，这个价钱这样的出行，真心坑,差评
土谣太****太**,差评
哎，非常糟糕的一次行程，当然大部分不是旅行团的原因，首先第一天飞行厦门机场方面导致延误四小时，到了酒店已经夜里12点多，睡了六个小时第二天一早又要开始一天的行程，非常累，中午的午餐又因为只有我们一家俩大一小，不能起餐，变成了自行解决，按说厦门靠海，但是就普通排档的海鲜和家常菜都非常贵，一斤鱼都在一百以上，吃一条鱼起码就要150，所以每餐都要150-200。第二天鼓浪屿的行程又因为大雾下午两点半才到，浪费了半天时间，一天的行程被压缩成3个小时，有的景点也没有去，午餐也取消了，又变成了自行解决（当然该退的钱是都退了）。鼓浪屿的磐诺酒店真心差、连快捷酒店都不如，居然还是高档型，条件真的太差了！再说一下接送机，因为航班延误多次没有接到，最后跟地接沟通后自行打车报销了，送机又因为要迁就其他客人，我们被早早的送到机场，浪费游玩的时间，其实也可以不用送机服务，因为后来看到码头到机场大巴也就10块钱，时间上还可以自己控制。总之就是因为各种延误，导致整个行程特别赶特别不顺特别累！说一下厦门机场，整个机场的准点率才30%多，几乎航班都会延误，亲们准备去的做好心里准备吧，延误一俩个小时的那算是好的了！最后导游的服务还是不错的，有什么问题都会协调解决。,差评
